id,f_type,f_id,translation_en,translation_ru,value,answer,speaker_id,sex,age,tukhum
1335,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,34,f,67,Суйгемадул
1337,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,34,f,67,Суйгемадул
1340,grammar,5,the parents left,родители ушли,wo-ʔon,ила има ВОъон,34,f,67,Суйгемадул
1341,grammar,6,pour your father some water,налей отцу воды,dada-ʔo,т1инно дадаЪО лъен,34,f,67,Суйгемадул
1344,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,34,f,67,Суйгемадул
1347,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,34,f,67,Суйгемадул
1349,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,34,f,67,Суйгемадул
1352,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,34,f,67,Суйгемадул
1355,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,34,f,67,Суйгемадул
1356,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,34,f,67,Суйгемадул
1360,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbihi,вуъоРБИГЬИ,34,f,67,Суйгемадул
1362,lexical,14,rainbow,радуга,raduɡa,радуга,34,f,67,Суйгемадул
1367,lexical,15,north,север,sewer,север,34,f,67,Суйгемадул
1372,lexical,16,thousand,тысяча,oziruɡu,озИругу,34,f,67,Суйгемадул
1373,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,35,f,49,"Сарайлал, Хъазилал"
1375,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,35,f,49,"Сарайлал, Хъазилал"
1377,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,35,f,49,"Сарайлал, Хъазилал"
1379,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,35,f,49,"Сарайлал, Хъазилал"
1381,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,35,f,49,"Сарайлал, Хъазилал"
1383,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,35,f,49,"Сарайлал, Хъазилал"
1385,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,35,f,49,"Сарайлал, Хъазилал"
1388,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,35,f,49,"Сарайлал, Хъазилал"
1390,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,35,f,49,"Сарайлал, Хъазилал"
1393,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,35,f,49,"Сарайлал, Хъазилал"
1396,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,35,f,49,"Сарайлал, Хъазилал"
1397,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,35,f,49,"Сарайлал, Хъазилал"
1399,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,35,f,49,"Сарайлал, Хъазилал"
1405,lexical,14,rainbow,радуга,joʃikʷa,сороди йошиква йичонний,35,f,49,"Сарайлал, Хъазилал"
1408,lexical,15,north,север,sewer,север,35,f,49,"Сарайлал, Хъазилал"
1413,lexical,16,thousand,тысяча,oziruɡu,озИругу,35,f,49,"Сарайлал, Хъазилал"
1415,grammar,1,big butterfly,большая бабочка,r-etʃ’uχa,Реч1уха одорук1а,36,m,37,NA
1417,grammar,2,big butterflies,большие бабочки,r-etʃ’uχol,Реч1ухол одорук1ол,36,m,37,NA
1418,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,36,m,37,NA
1420,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,36,m,37,NA
1422,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,36,m,37,NA
1425,grammar,6,pour your father some water,налей отцу воды,dada-j,т1инно дадаЙ лъен,36,m,37,NA
1426,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,36,m,37,NA
1429,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,36,m,37,NA
1431,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,36,m,37,NA
1434,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,36,m,37,NA
1437,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,36,m,37,NA
1438,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,36,m,37,NA
1440,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,36,m,37,NA
1446,lexical,14,rainbow,радуга,joʃikʷa,сороди йошиква йичонний,36,m,37,NA
1449,lexical,15,north,север,sewer,север,36,m,37,NA
1453,lexical,16,thousand,тысяча,ozuruɡu,озУругу,36,m,37,NA
1455,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,37,m,54,"Тирмач, Хъазилал"
1457,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,37,m,54,"Тирмач, Хъазилал"
1459,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,37,m,54,"Тирмач, Хъазилал"
1461,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,37,m,54,"Тирмач, Хъазилал"
1463,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,37,m,54,"Тирмач, Хъазилал"
1465,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,37,m,54,"Тирмач, Хъазилал"
1467,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,37,m,54,"Тирмач, Хъазилал"
1470,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,37,m,54,"Тирмач, Хъазилал"
1472,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,37,m,54,"Тирмач, Хъазилал"
1475,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,37,m,54,"Тирмач, Хъазилал"
1478,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,37,m,54,"Тирмач, Хъазилал"
1480,grammar,12,they are eating,они кушают,wokoma-lo,гьегевул вокомаЛО,37,m,54,"Тирмач, Хъазилал"
1481,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,37,m,54,"Тирмач, Хъазилал"
1486,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,37,m,54,"Тирмач, Хъазилал"
1490,lexical,15,north,север,sewer,север,37,m,54,"Тирмач, Хъазилал"
1495,lexical,16,thousand,тысяча,oziruɡu,озИругу,37,m,54,"Тирмач, Хъазилал"
1496,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,38,f,35,Угьамадул
1498,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,38,f,35,Угьамадул
1500,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,38,f,35,Угьамадул
1502,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,38,f,35,Угьамадул
1504,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,38,f,35,Угьамадул
1506,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,38,f,35,Угьамадул
1508,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,38,f,35,Угьамадул
1511,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,38,f,35,Угьамадул
1513,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,38,f,35,Угьамадул
1516,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,38,f,35,Угьамадул
1519,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,38,f,35,Угьамадул
1520,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,38,f,35,Угьамадул
1522,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,38,f,35,Угьамадул
1528,lexical,14,rainbow,радуга,joʃikʷa,сороди йошиква йичонний,38,f,35,Угьамадул
1531,lexical,15,north,север,sewer,север,38,f,35,Угьамадул
1534,lexical,16,thousand,тысяча,ozruɡu,озругу,38,f,35,Угьамадул
1537,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,39,m,36,NA
1539,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,39,m,36,NA
1541,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,39,m,36,NA
1543,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,39,m,36,NA
1545,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,39,m,36,NA
1547,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,39,m,36,NA
1549,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,39,m,36,NA
1552,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,39,m,36,NA
1554,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,39,m,36,NA
1556,grammar,10,heels,пятка pl,miʒa-bil,мижоБИЛ,39,m,36,NA
1559,grammar,11,sons-in-law,зять pl,nuso-dul,нусоДУЛ,39,m,36,NA
1561,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,39,m,36,NA
1564,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbildi,вуъоРБИЛДИ,39,m,36,NA
1567,lexical,14,rainbow,радуга,raduɡa,радуга,39,m,36,NA
1572,lexical,15,north,север,sewer,север,39,m,36,NA
1575,lexical,16,thousand,тысяча,ozruɡu,озругу,39,m,36,NA
1578,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,40,m,61,"Угьамадул, Балталал"
1580,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,40,m,61,"Угьамадул, Балталал"
1582,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,40,m,61,"Угьамадул, Балталал"
1584,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,40,m,61,"Угьамадул, Балталал"
1586,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,40,m,61,"Угьамадул, Балталал"
1589,grammar,6,pour your father some water,налей отцу воды,dada-j,т1инно дадаЙ лъен,40,m,61,"Угьамадул, Балталал"
1590,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,40,m,61,"Угьамадул, Балталал"
1593,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,40,m,61,"Угьамадул, Балталал"
1595,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,40,m,61,"Угьамадул, Балталал"
1597,grammar,10,heels,пятка pl,miʒa-bil,мижоБИЛ,40,m,61,"Угьамадул, Балталал"
1601,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,40,m,61,"Угьамадул, Балталал"
1602,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,40,m,61,"Угьамадул, Балталал"
1604,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,40,m,61,"Угьамадул, Балталал"
1609,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,40,m,61,"Угьамадул, Балталал"
1612,lexical,15,north,север,sibir,сибир,40,m,61,"Угьамадул, Балталал"
1616,lexical,16,thousand,тысяча,ozruɡu,озругу,40,m,61,"Угьамадул, Балталал"
1619,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,41,m,70,Балталал
1621,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,41,m,70,Балталал
1623,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,41,m,70,Балталал
1625,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,41,m,70,Балталал
1628,grammar,5,the parents left,родители ушли,wo-ʔon,ила има ВОъон,41,m,70,Балталал
1629,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,41,m,70,Балталал
1631,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,41,m,70,Балталал
1634,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,41,m,70,Балталал
1636,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,41,m,70,Балталал
1639,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,41,m,70,Балталал
1642,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,41,m,70,Балталал
1643,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,41,m,70,Балталал
1646,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbildi,вуъоРБИЛДИ,41,m,70,Балталал
1650,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,41,m,70,Балталал
1654,lexical,15,north,север,sewer,север,41,m,70,Балталал
1658,lexical,16,thousand,тысяча,ozuruɡu,озУругу,41,m,70,Балталал
1661,grammar,1,big butterfly,большая бабочка,r-etʃ’uχa,Реч1уха одорук1а,42,m,56,"Гъазилал, Ордащилал"
1662,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,42,m,56,"Гъазилал, Ордащилал"
1664,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,42,m,56,"Гъазилал, Ордащилал"
1666,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,42,m,56,"Гъазилал, Ордащилал"
1668,grammar,5,the parents left,родители ушли,ru-ʔon,ила има РУъон,42,m,56,"Гъазилал, Ордащилал"
1671,grammar,6,pour your father some water,налей отцу воды,dada-j,т1инно дадаЙ лъен,42,m,56,"Гъазилал, Ордащилал"
1672,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,42,m,56,"Гъазилал, Ордащилал"
1675,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,42,m,56,"Гъазилал, Ордащилал"
1677,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,42,m,56,"Гъазилал, Ордащилал"
1680,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,42,m,56,"Гъазилал, Ордащилал"
1683,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,42,m,56,"Гъазилал, Ордащилал"
1684,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,42,m,56,"Гъазилал, Ордащилал"
1686,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,42,m,56,"Гъазилал, Ордащилал"
1691,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,42,m,56,"Гъазилал, Ордащилал"
1695,lexical,15,north,север,sewer,север,42,m,56,"Гъазилал, Ордащилал"
1700,lexical,16,thousand,тысяча,oziruɡu,озИругу,42,m,56,"Гъазилал, Ордащилал"
1701,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,43,f,62,Гьекьилавлал
1703,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,43,f,62,Гьекьилавлал
1705,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,43,f,62,Гьекьилавлал
1707,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,43,f,62,Гьекьилавлал
1710,grammar,5,the parents left,родители ушли,wo-ʔon,ила има ВОъон,43,f,62,Гьекьилавлал
1711,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,43,f,62,Гьекьилавлал
1713,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,43,f,62,Гьекьилавлал
1716,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,43,f,62,Гьекьилавлал
1718,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-ʁi,реххиноъа бах1арай багъу йиГЪи,43,f,62,Гьекьилавлал
1721,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,43,f,62,Гьекьилавлал
1724,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,43,f,62,Гьекьилавлал
1725,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,43,f,62,Гьекьилавлал
1727,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbi,вуъоРБИ,43,f,62,Гьекьилавлал
1732,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,43,f,62,Гьекьилавлал
1736,lexical,15,north,север,sewer,север,43,f,62,Гьекьилавлал
1740,lexical,16,thousand,тысяча,ozuruɡu,озУругу,43,f,62,Гьекьилавлал
1742,grammar,1,big butterfly,большая бабочка,b-etʃ’uχa,Беч1уха одорук1а,44,f,59,Гьекьилавлал
1744,grammar,2,big butterflies,большие бабочки,j-etʃ’uχol,Йеч1ухол одорук1ол,44,f,59,Гьекьилавлал
1746,grammar,3,big grasshopper,большой кузнечик,b-etʃ’uχa,Беч1уха гъац1а,44,f,59,Гьекьилавлал
1748,grammar,4,big grasshoppers,большие кузнечики,j-etʃ’uχol,Йеч1ухол гъац1ол,44,f,59,Гьекьилавлал
1751,grammar,5,the parents left,родители ушли,wo-ʔon,ила има ВОъон,44,f,59,Гьекьилавлал
1752,grammar,6,pour your father some water,налей отцу воды,dada-ɬu,т1инно дадаЛЪУ лъен,44,f,59,Гьекьилавлал
1754,grammar,7,pour your cow some water,налей корове воды,zĩw-ɬu,т1инно зив(у)ЛЪУ лъен,44,f,59,Гьекьилавлал
1757,grammar,8,third girl,третья девочка,ɬobdeb,лъобдЕБ йоши,44,f,59,Гьекьилавлал
1758,grammar,9,the bride was beautiful at the wedding,на свадьбе невеста была красивая,ji-k’o,реххиноъа бах1арай багъу йиК1о,44,f,59,Гьекьилавлал
1762,grammar,10,heels,пятка pl,miʒa-lol,мижаЛОЛ,44,f,59,Гьекьилавлал
1765,grammar,11,sons-in-law,зять pl,nuso-bdul,нусоБДУЛ,44,f,59,Гьекьилавлал
1766,grammar,12,they are eating,они кушают,wokoma-do,гьегевул вокомаДО,44,f,59,Гьекьилавлал
1769,grammar,13,"when he comes, we will eat","когда он придет, будем кушать",wuʔo-rbildi,вуъоРБИЛДИ,44,f,59,Гьекьилавлал
1773,lexical,14,rainbow,радуга,hortʃ'ːi,сороди гьорч1ч1и йичонний,44,f,59,Гьекьилавлал
1777,lexical,15,north,север,sewer,север,44,f,59,Гьекьилавлал
1781,lexical,16,thousand,тысяча,ozuruɡu,озУругу,44,f,59,Гьекьилавлал
